,Group Id,Player ID,Position,Distance (m),Distance / min (m),Time on Ice (s),High Metabolic Power Distance (m),High Metabolic Power Distance / min (m),Accelerations (high),Accelerations (very high),Acceleration Load (max.),Speed (max.) (km/h),Speed (Ø) (km/h),Acceleration (max.) (m/s²),Deceleration (max.) (m/s²),Accelerations,Decelerations
162,4,137,3,4566,123.73123636260891,2270,627.0,26.742981397478385,3,1,9.059604967266493,20.94906041780336,12.858482347095896,2.7484169318976006,-3.265451580612093,8,9
163,4,138,3,5902,117.3397403838047,2689,596.0,19.271215036752764,4,1,9.65921548693903,24.934776150984902,10.32766859494302,2.332216723008478,-3.5240649790030156,8,11
164,4,139,3,4369,161.416480524411,2312,651.0,21.32247451811702,4,1,9.795250921961127,17.25126599180282,12.087154954666937,2.0221900883806483,-3.3935191818132933,8,11
165,4,140,3,4351,148.8317516920147,2135,553.0,21.176932041609756,5,1,9.595979371015591,19.312510626900043,9.49176989553094,2.1319241999716185,-3.4513868691690948,7,9
166,4,141,2,5097,132.33825106154154,2049,652.0,24.791230767192076,4,1,9.48095793668214,21.591190574887342,9.796768337688043,2.7807627812769704,-3.5809219043489087,6,9
167,4,142,2,5323,147.7989459180883,2052,635.0,19.986814349610285,4,1,7.680777223198623,22.255720181940163,11.215981175258854,2.110212028820699,-2.79327540975888,6,10
168,4,143,2,5030,119.54743116503323,2535,783.0,26.88565966950781,4,1,9.31322902624613,18.951000232941205,13.598055922140134,2.3116378578239227,-3.249743151919699,7,11
169,4,144,2,4388,125.91456848471354,1959,729.0,27.398595166286306,4,1,7.3745207889815605,21.758093866661014,11.678979738651172,2.6658639982710852,-3.6262494619864927,5,9
170,4,145,2,5831,124.01825557528272,2062,659.0,25.16543334310429,3,1,6.97680489357142,22.198175086572824,9.569824521798235,2.424142507522862,-3.969116612855796,6,9
171,4,146,2,5830,150.78542141198287,2198,743.0,23.61470468728508,4,1,7.466853723880323,24.350545066513156,9.387877374664395,2.0372760866276574,-3.033293465220198,7,9
172,4,147,2,4283,115.77473620667617,1960,632.0,23.288338097366463,5,1,9.112708817758202,19.285270744504842,11.187092294958104,2.250135267178872,-4.084107944246079,6,9
173,4,148,1,4196,145.72463471768395,2445,780.0,23.653000690995732,5,1,7.083457980522072,21.440323157306512,12.545737872468349,2.1283936185602332,-2.9225903838147476,7,10
174,4,149,2,4937,138.80528112026116,2638,697.0,22.049087273634413,3,1,9.413612690303651,19.50594015688998,11.426027364791599,1.9032843910718638,-4.150949668022348,5,9
175,4,150,3,5507,135.07832450450744,2198,705.0,19.415191707133257,4,1,8.273544981398771,19.53484376349681,9.971222387077663,2.231478610450994,-3.0822923622127387,6,8
176,1,63,1,5710,159.11576594859926,1927,620.0,19.69725591493488,4,1,6.891639883294134,22.210247197821943,13.573790633768766,2.0787177321230326,-3.4401808802845055,8,10
177,1,64,1,4966,136.22793824531973,2588,758.0,28.739940415537085,4,1,8.275702782003393,22.291279861928206,12.84184890713384,2.5336494257226763,-3.538227998006362,6,8
178,1,65,1,6055,169.191702118039,1917,566.0,19.68236564883277,5,1,8.831065877063379,21.722372590850618,11.587924968685687,2.6213982034325896,-3.3510317537888703,8,8
179,1,66,1,4897,131.82633508910988,2476,742.0,28.710008696534196,4,1,9.958432478345177,18.65591698890163,9.836902013534043,1.878287160223497,-3.15960076881367,7,8
180,1,67,1,5339,145.86773966096754,2231,799.0,21.422764194517008,4,1,7.105297985962052,20.779292337296226,10.012143853599236,2.0826815461561545,-3.8944091468455717,6,8
181,1,68,1,6055,116.78059598334292,2139,577.0,20.07627416369893,4,1,7.651639740753366,21.991113582372453,13.254151793703741,2.323233998000774,-3.858101647915154,8,7
182,1,69,3,5552,143.02144462997708,2001,711.0,27.836170903357065,4,1,7.684453657554675,18.43094078824892,13.562046243511157,2.103613872984319,-4.069469235230924,8,9
183,1,70,3,5930,156.32616628087482,2691,676.0,26.09487532946026,5,1,7.901109809474663,19.32101338406069,9.183084494161081,2.7257611351854543,-3.5707698996337385,7,9
184,1,71,3,5143,155.20643225058328,2295,665.0,20.678255240224605,3,1,9.158521819523562,19.393353592838203,9.567971346574186,2.305541806275311,-3.8452383148902394,7,9
185,1,72,3,5107,153.55086936309897,2547,797.0,25.751001479270556,4,1,8.806292432498735,20.892967571355307,13.266563680535924,2.5846892938893475,-3.4999783937703697,6,8
186,1,73,3,4324,148.4898744947465,2253,639.0,26.612646737033078,5,1,9.918953228173171,17.831485919508797,10.931054987528173,2.2841823450682988,-3.0570141207828776,8,11
187,1,74,3,5840,117.04922443753928,2108,617.0,25.876600740287724,4,1,9.953397486884185,22.853528972333695,10.449582939309956,2.7307597419847713,-4.080831107598746,7,9
188,1,75,2,4424,132.17318058930965,2561,794.0,28.354898406867562,5,1,7.079929005334484,21.886748355428338,10.456669941440634,2.441529514297692,-3.511925445669792,7,9
189,1,76,2,4132,124.8331520780191,1856,815.0,21.56435533006595,5,1,7.06227188040362,20.748129226658087,11.329437520615238,2.421244157327874,-4.1143602817866025,5,11
190,1,77,2,4120,140.23210770527012,2114,605.0,19.301733794645056,4,1,9.376415608570825,24.143204839531187,9.127452290010911,2.6439576925024983,-2.840253703616294,6,10
191,1,78,2,4995,137.76717508208554,1859,698.0,26.63641718688059,4,1,9.288006041870059,17.384938733165452,10.597148537926996,2.520683440073767,-2.964144185126271,7,10
192,1,79,2,5216,128.70787193731744,2268,632.0,24.023049394940102,4,1,6.9652193196066605,18.858945635224288,12.483489340417359,2.5332563766312286,-3.0949461404278105,7,10
193,1,80,2,4381,158.68616620716958,2260,818.0,22.550885786617627,5,1,7.4820805256537986,18.02051743944128,9.821761405286429,2.6435774614025447,-3.183021274338492,7,9
194,1,81,2,5986,139.57490378113147,2352,808.0,25.33776989969033,5,1,8.714437610254471,17.15835674656833,10.86864164577908,1.8637280758703123,-3.0377445992812886,6,11
195,1,82,1,6133,121.42632651491995,2162,733.0,26.058807911971762,4,1,7.300537687981167,17.27712398462664,11.219018751209928,2.743865987163389,-3.4138324980083516,8,8
196,1,83,2,4857,160.89827502312323,2014,778.0,28.270268091605793,5,1,7.215676696402514,22.515803262050675,9.429893231798703,2.087774878910986,-4.02867511086831,8,11
197,1,84,3,5872,135.9401166825613,2263,647.0,25.98021090889073,4,1,8.826514473839206,22.59669406455469,11.593477458489879,1.997772429072948,-3.8843793467924277,8,10
198,2,85,1,5370,126.1816776542371,1955,596.0,25.598997527591752,5,1,9.477745142398767,24.966300270702703,10.497484356082696,2.5549162821439237,-3.787894523254354,6,8
199,2,86,1,6104,165.35160009595478,2402,651.0,27.219224614950583,3,1,6.749978036387341,21.40738364152683,11.937130784066852,2.7366113454965237,-3.5087825130675023,8,8
200,2,87,1,5364,126.27072667007077,2190,789.0,22.5576511239104,5,1,8.121225399318588,25.217928768877506,9.737051455039836,2.464806425361226,-3.6644416476367514,8,7
201,2,88,1,5521,136.28610977171041,2390,776.0,19.99688789976651,4,1,8.478023560307427,19.25695111236994,13.60157420040268,2.1337777767564847,-4.008307473647251,6,9
202,2,89,1,5960,134.0000246394307,2679,716.0,19.961183038998126,4,1,9.68739178783153,20.277759510408874,9.861498203896383,1.8909415507220666,-4.038347141606577,8,11
203,2,90,1,5840,143.3166445171289,2068,586.0,22.240452713303554,4,1,7.281388160242903,18.333771571902798,12.717975153699062,2.6492291930139182,-3.6570607970219715,5,8
204,2,91,3,5764,120.7902803195486,2428,714.0,25.874040209465676,4,1,7.373179914483478,20.125534772409537,9.414850424570243,2.4959706461306643,-4.139973234455347,8,11
205,2,92,3,6021,125.15598107139829,2500,723.0,20.599969908685733,4,1,8.066993221565259,20.04894777306237,12.834772649197191,2.6440595669698688,-3.3508383171403278,8,10
206,2,93,3,6052,145.4574233955152,2352,726.0,21.45131061906715,4,1,9.865089647014432,18.53676970123712,9.85085815857444,1.9813588162331592,-3.8774566829077477,6,9
207,2,94,3,5855,150.2007549976653,1943,704.0,26.965977145574747,5,1,9.623006843130792,21.57409378637871,9.794452501029618,2.648439784772431,-3.345825438111886,6,10
208,2,95,3,5868,147.50367868359857,2509,591.0,23.941925446840063,4,1,8.986570997965469,18.350392810983895,10.751621023800816,1.8787007113739753,-3.2357990046428196,6,8
209,2,96,3,5742,120.9583486357299,2138,657.0,24.459484739541356,5,1,9.999674752545806,22.805674015526925,10.304372767512216,2.7460488034911847,-3.565581024338257,7,9
210,2,97,2,4688,167.6768437946741,2585,781.0,27.17339673998864,4,1,8.229178739880595,22.57647611320705,9.50335674893006,2.71329229608905,-3.5533546236011566,7,9
211,2,98,2,4791,138.0085865406145,2236,765.0,25.399647729480016,4,1,6.869873577642359,21.013079709546744,10.426611697055934,2.091593609614756,-2.9938166667859267,6,11
212,2,99,2,4236,117.49700079820536,2220,575.0,24.984293391444737,3,1,9.79835701821875,21.985552115210794,11.069618482900383,2.1262919857450155,-3.7511041283516087,8,9
213,2,100,2,6017,169.63980425041296,2148,709.0,28.572531314128746,5,1,8.433892384422322,17.685585336670467,13.507499633950367,2.5694267780921236,-4.065895926762899,8,9
214,2,101,2,5465,149.2486260136897,2092,788.0,21.055606170360363,4,1,10.018613616783423,18.788443918306935,11.16181096284232,2.2217901911960496,-3.116059129360359,8,9
215,2,102,2,6158,122.91060861182301,2758,658.0,25.343856298554748,4,1,7.504862872930643,19.568544658630174,10.015839829640521,2.6949490990505707,-3.0268860726008113,7,9
216,2,103,2,4778,131.87270369317292,1915,768.0,25.267865943241617,4,1,7.995322188147163,24.443882382620007,12.380642224332522,2.0917750459559925,-3.578415070744229,6,10
217,2,104,1,5380,121.08279594344951,1948,667.0,20.823106858337646,3,1,7.181365094709091,19.594988331183806,9.530068561146145,2.173684870346274,-3.586401107582482,8,10
218,2,105,2,4688,161.78067148893618,2605,588.0,19.858306222487005,4,1,9.089792110099534,21.733190632259465,12.344544318984287,2.624531770137002,-3.2587534234286917,7,8
219,2,106,3,5396,169.12102714713222,2233,653.0,19.609138927664944,4,1,9.825504351525872,23.505418710467268,9.740685856081658,2.0945245056832578,-3.767328167645008,8,10
220,3,107,1,5731,144.37795953208592,2635,564.0,24.931313387396923,5,1,7.889054222033067,18.427652704479737,12.69802787545423,2.1359652013715764,-3.3060472687510685,7,11
221,3,108,1,4876,138.33694381192433,1883,818.0,20.195452985583184,4,2,7.14684295921868,18.565205505115895,12.344354823768342,2.3899486676688966,-3.5721308537188263,8,9
222,3,109,1,4337,119.55658481705282,2256,702.0,20.598920355364086,4,1,7.820474492083163,18.849476928195603,12.680321429629146,2.5836237837304386,-3.404164178413471,7,8
223,3,110,1,5772,115.05630080213561,2548,620.0,20.422086959755696,5,1,8.505576067725896,20.336420458014327,10.478484276972754,2.043583918927023,-3.8787890438344927,6,10
224,3,111,1,4167,162.15663998729968,1866,634.0,23.93084152819226,4,1,8.411847181452071,23.5448146333358,10.798924670359833,2.1134885152745486,-3.414001980180855,7,11
225,3,112,1,5071,153.89830450282713,1866,669.0,19.84580642767916,4,1,9.536996938777841,24.151138096682363,10.611373883500638,2.1620737957960463,-3.2647319233129193,8,8
226,3,113,3,4246,125.93716703847761,2358,668.0,26.955190075876736,3,1,7.224208850432275,18.71995872953128,9.239737456693412,2.169456454535952,-3.741456070237117,6,11
227,3,114,3,5971,153.02875332931274,2279,636.0,20.453215275099517,5,1,9.810715613412567,22.652108967936087,10.709050018137907,2.315816945622747,-3.4713251972297163,6,11
228,3,115,3,4417,140.9623632795001,1890,637.0,22.645415461620704,4,1,9.64853411180624,24.99796037158875,9.822265093413895,2.2178196136470314,-4.043747396097384,8,7
229,3,116,3,5448,133.5610891616266,2553,801.0,19.86023573075344,4,1,9.172820005953813,19.816129769898463,11.903757869315681,2.526701767026143,-3.910276103888666,7,10
230,3,117,3,5256,142.12555605647583,2246,650.0,28.645421652905867,5,1,7.464880851653632,22.510610115497457,9.443651657694174,2.5972833156232293,-3.221867106896212,8,9
231,3,118,3,4713,167.99840106942275,1924,744.0,25.558829691440653,5,1,6.974233463657513,18.240841276944174,10.786340657059894,1.9290009446084693,-3.154969680850148,8,9
232,3,119,2,4749,135.83595787084573,2126,637.0,24.882560791860897,4,1,9.234863755575432,23.443714426941163,10.148278749390288,2.074414563136994,-3.9531397964286703,8,9
233,3,120,2,5180,136.8044178270575,2157,721.0,24.671659898078026,4,1,7.255522578824082,18.72723019134395,13.049394358832856,2.2391301780240633,-3.170521793517896,8,11
234,3,121,2,5372,142.7608063713951,2470,776.0,28.377170228775487,4,1,9.913761616455966,18.623179389460127,12.326066449368401,2.3824750383415902,-2.9356036264809995,6,8
235,3,122,2,5213,137.18812255387215,2259,570.0,20.511008086406193,3,1,7.741359153406316,19.664428625646387,13.362984915838325,2.099583600746623,-2.967181212341273,7,10
236,3,123,2,5561,115.56746700901533,2128,587.0,24.703190442113733,5,1,9.44704377010616,20.50259045520062,13.080166645699641,2.4288744960531856,-3.4908426964721913,7,9
237,3,124,2,4573,156.83047926250757,2043,626.0,26.72376515084264,4,1,7.580688763274911,17.742295805909926,10.640366562372474,2.689516391361593,-3.3464540714200437,6,8
238,3,125,2,6115,136.03751114105984,2537,771.0,19.353449527265823,4,1,8.545866631981731,18.422644747755953,9.319701170270823,2.440994489983953,-3.487699524665989,7,9
239,3,126,1,4996,147.71200956842924,2558,728.0,26.479138894892714,4,1,8.82446207122014,20.014153192965946,11.795368664681321,2.0015615327461544,-3.2229096808217284,7,8
240,3,127,2,6087,145.54186891075747,1944,736.0,19.20521254648756,4,1,9.899133483694458,16.87492241954633,10.22433157019043,2.5015278339155786,-4.055920610714428,6,9
241,3,128,3,6029,142.0932256696719,2140,711.0,24.918390969077695,5,1,8.108921033699644,20.480534722724023,12.231401008291002,2.7534364914730687,-3.434719066059063,6,10
242,4,129,1,4656,125.69614414570178,2741,773.0,26.82768165790654,4,2,8.541025961754174,23.973548003660447,12.854757896484266,2.001734358228776,-3.153950818298556,8,10
243,4,130,1,6058,155.98297302423904,2146,585.0,22.33105311416772,5,1,9.31569820273606,18.081050708667814,12.511572987267765,2.489298308417529,-3.09005714455491,7,8
244,4,131,1,5203,142.81430357788776,2760,643.0,21.71151377008114,4,1,8.163488438450543,19.63892113120876,10.881565042506898,2.327750333446006,-3.415926929840669,6,9
245,4,132,1,5961,132.3443004808036,1907,807.0,27.454065417967605,5,1,8.070464072271237,25.07865336985079,13.447830665147656,2.5470398485858636,-4.020463313718647,6,10
246,4,133,1,4364,133.18014280713265,2159,698.0,20.11862286028061,4,1,8.182278647646713,23.048848884299893,10.77899919121516,2.593066133861316,-3.6923822894876217,6,9
247,4,134,1,5802,133.0482157512987,2365,622.0,25.531418599177975,4,1,7.3228841716185,24.981184220634958,9.359357073854015,2.2705486468147513,-3.949508090201,6,10
248,4,135,3,5310,163.88116995688776,2326,580.0,23.787168705882397,4,1,8.240710126760002,24.58390021198232,12.204801956362143,2.6067307515507983,-3.898303127993993,8,10
249,4,136,3,5513,124.17716264929062,2247,586.0,20.624348514532947,4,1,9.525636048424113,23.88612164573283,12.030215453218867,2.246619382501162,-3.8257927111723427,8,10
250,4,137,3,4958,147.2384512958207,2333,617.0,20.255500250921095,5,1,7.8803588767547925,21.06878133835982,12.583313135583039,2.1300116730232292,-3.842457814297502,7,9
251,4,138,3,5475,169.95035198643387,2604,651.0,22.180196488247027,5,1,9.780023614667247,17.880217587603816,9.663369879114088,1.8871541250362895,-3.0028384491257882,7,9
252,4,139,3,4287,162.93791777526712,2394,824.0,19.392993757840618,4,1,6.9204060926391415,25.263214245161578,9.58796333192797,2.550292700538969,-3.286604406133302,6,9
253,4,140,3,4987,142.3552473467529,2545,620.0,26.818102397392373,4,1,8.542523941436933,17.997081618916486,10.314649521380113,2.0649288856223653,-4.127425748088864,7,10
254,4,141,2,4494,122.15781056989046,1970,728.0,26.999272604302043,3,1,8.89018920082587,22.5204954146863,13.29553031981649,2.669248034189705,-3.444780950314689,7,8
255,4,142,2,5786,137.20781953448963,2393,689.0,26.88185719047774,4,1,8.975383969553656,20.691813958857917,10.612834749914065,2.3789927538757336,-3.1257009013959394,7,9
256,4,143,2,4277,131.93710941140895,1974,576.0,21.412373091530373,4,1,9.666889200581545,22.99740715736077,12.665659148661387,2.6281037463126427,-3.2196031159420277,5,8
257,4,144,2,5684,119.11544154110786,2539,675.0,26.400312793090333,4,1,8.463889731567715,19.345745893310003,11.941455443477938,2.157794182425694,-3.6758073841143224,7,8
258,4,145,2,4348,159.20093257523007,2660,661.0,23.352923386229357,4,1,8.857926397611878,23.039028345195202,13.565002102102156,2.406063402388579,-3.3275201861630745,6,10
259,4,146,2,4589,146.13420587922008,2590,617.0,21.82367476511575,4,1,9.916179171524751,23.472794617928415,10.456949422794127,2.642623090475984,-3.723726616497905,7,9
260,4,147,2,4378,162.0690673804908,2441,797.0,25.111883473940846,4,1,6.842797650556783,22.155944027912877,9.195103549856567,2.353964439107704,-3.3910791100555326,6,9
261,4,148,1,5378,164.94537177228034,2442,720.0,28.406015678242465,3,1,7.712929190219137,17.456950169144886,13.439744246819785,2.4853220136102974,-2.8887347521750537,8,10
262,4,149,2,5092,122.20074511213059,2388,790.0,27.724618844356375,4,1,8.744840708506317,21.239321980357385,10.479546863673004,2.725584892068531,-3.5090323221238644,8,11
263,4,150,3,5375,115.34839763002026,2146,558.0,26.375483943570917,4,1,7.388143628643856,17.14447081269391,11.079804313674574,2.3814391941002846,-2.902769072651434,6,8
264,1,63,1,5055,152.41882740171945,2453,740.0,26.383433292623373,3,1,9.00679895156642,21.30160918046075,12.841026969191732,2.6842044046044977,-3.145204385664225,6,9
265,1,64,1,4250,122.50058328463845,2352,775.0,25.765127418050955,3,1,6.7940108185931685,17.10729730924295,13.052223157914717,2.230583925785651,-3.933422796608427,6,11
266,1,65,1,5378,165.79278545360708,2506,585.0,27.228845559069867,4,1,8.376269918944281,19.27524922435035,11.713288806956493,2.182866460963602,-4.019674804192618,6,9
267,1,66,1,5927,132.90570259637718,1879,580.0,23.05987479380623,4,1,7.254656029070744,22.06820140276682,10.920789104005847,2.227783774385256,-3.4497082964673544,8,8
268,1,67,1,4217,143.55666825285124,2695,592.0,21.73975131938118,4,1,8.370178036151433,24.84257825924381,11.76999339436852,2.4677479960721422,-4.131670278984207,6,9
269,1,68,1,5228,167.21978163858972,2239,815.0,20.958106180658074,3,1,7.87220676186009,19.324937194034174,12.610210239442175,2.1107051371614682,-2.9713930749772337,6,10
270,1,69,3,5097,156.09182949293472,2272,557.0,25.540139509263515,5,1,8.739622629817807,25.238198242422616,9.213955367116725,2.0276476822483493,-3.949114182608848,8,9
271,1,70,3,6061,134.2655860460496,2459,711.0,22.18421461085444,5,1,7.098424060472679,17.941647894568206,12.105218527506704,2.716253197207501,-4.1383212367075055,7,8
272,1,71,3,4391,147.7796225535632,2270,686.0,28.32463162537968,5,1,8.736511811723533,18.03627872035981,11.460833156269029,2.6298217392832672,-2.8808331004525547,6,9
273,1,72,3,4843,129.9160580990487,2191,648.0,19.240225462636214,5,1,8.455281445826746,24.776933973346654,11.181062358287456,2.430748277256536,-3.3225386423029226,6,10
274,1,73,3,5073,152.34005099282473,2442,768.0,27.3710169667394,4,1,6.994404361560557,23.16524561082583,9.178689279225289,2.115537785598655,-3.6658872164451117,8,10
275,1,74,3,5746,158.0422654825532,2744,707.0,27.01655241826799,5,1,7.210151650337144,21.49566319136683,11.500985278319046,2.4776460255719917,-3.350951808583411,8,11
276,1,75,2,4744,169.8446549201715,2334,653.0,24.836891466134894,5,1,9.505222954196254,25.09068405694083,9.497240506006815,2.41732799950625,-3.4155399186770063,6,7
277,1,76,2,5504,153.2456680571439,1876,763.0,19.776998056780364,4,1,7.230779196338345,23.939601374139723,11.62293431783569,1.870110491782273,-3.247002227150965,8,10
278,1,77,2,4683,128.8033086136082,2416,596.0,19.48844436680154,4,1,7.196347140201754,20.45620375092315,11.94880134584271,2.6635539747915886,-2.945418081173191,6,9
279,1,78,2,5701,138.98527579366353,2275,661.0,28.42300289951188,4,1,7.8634185097511775,20.30107019867105,12.576819351819058,2.063985408287812,-2.9612646596115226,8,8
280,1,79,2,5685,119.09018168499091,2736,683.0,24.599903520027986,3,1,7.317749606805974,24.629164438929102,12.374519257488203,2.0045366515908127,-2.996939821159506,6,7
281,1,80,2,5470,155.69290257529306,2155,634.0,25.59174481122074,3,1,8.59446198639429,19.33824899317743,10.253462854904646,1.8925535096363304,-3.1726173983806096,6,8
282,1,81,2,4907,156.3851713977906,2053,728.0,26.162417438102032,4,1,9.940890030428115,17.72709740797155,9.256293179796982,1.914441673798571,-3.34119895663752,6,9
283,1,82,1,5960,117.04605135660489,2674,626.0,19.523071386969917,4,1,8.04293371517699,18.392281619636776,11.84890338040796,2.4045784878357073,-4.058034996985342,7,7
284,1,83,2,4411,156.12354986832966,2649,715.0,26.638694931407265,4,1,9.03229975786788,22.450822731464793,10.560276426974916,2.0965442377745,-4.059999666083844,8,8
285,1,84,3,5879,116.75803269245685,2341,811.0,22.440943860774617,4,1,8.937316584499088,22.666556337078628,13.088446061285962,1.9918710112079685,-3.2364196467127937,6,8
286,2,85,1,4867,118.05542997595974,2345,614.0,24.157961689449365,4,1,9.41760688998573,20.720853929738634,9.472795286979402,2.4889056691518334,-3.9478919766952387,5,11
287,2,86,1,5382,137.0779953459148,2340,661.0,20.516157076940793,5,1,8.228573071865776,21.650201528465992,9.983223867219627,2.24718583010152,-3.1795858859037405,7,7
288,2,87,1,5543,120.40096254458113,2068,823.0,25.408143933253662,4,1,7.434107062655373,25.16293433146531,10.040832302303267,2.6611674822865248,-3.4863851843173865,6,8
289,2,88,1,4676,116.55822224722003,2480,749.0,28.094263755363578,4,1,9.261631888699698,17.21373007500319,13.012510074960645,2.4223931045696823,-3.8660971587312876,6,8
290,2,89,1,5367,126.91050283916817,1844,675.0,22.242647589729973,3,1,6.823535697343306,24.856194953588293,12.473520869507983,2.609144282890007,-3.5295478441494486,8,11
291,2,90,1,4158,159.7929295759691,2731,680.0,24.691053731465217,3,1,7.662234437416607,19.404265673038257,11.031197163395117,2.083015555378176,-3.368125095812756,6,10
292,2,91,3,6133,135.16228602027064,1879,631.0,24.377977684608965,4,1,8.753269474454644,21.542354973288024,9.692813000609572,2.514625734095019,-3.73181125527268,7,10
293,2,92,3,4760,115.82987202977642,1917,769.0,22.321356828275576,4,1,9.420296474471233,25.127383107955374,12.260057116124536,2.515418612508466,-3.801675747795812,8,8
294,2,93,3,4906,144.97429289427603,2754,723.0,28.19162780601973,5,1,7.924990096366388,23.53405636270835,11.308372104304814,2.1418953291237024,-2.992474084239014,6,9
295,2,94,3,5589,143.75220981883493,2688,587.0,21.98591884693027,4,1,8.534918793859635,18.62318380076592,10.918990868683581,2.001605204638947,-3.41032308622735,8,8
296,2,95,3,5498,158.54281287726596,2446,691.0,28.5386326045463,4,1,7.319273683404606,23.50540128569735,10.181253009227673,2.068690498934557,-3.141093815368009,7,10
297,2,96,3,4642,152.26016907820429,2449,685.0,23.857534549427857,4,1,7.475408930425699,18.427341048789184,12.810908996525658,2.1041965107318297,-3.8527802321316735,6,10
298,2,97,2,5230,114.80784376102257,2063,804.0,19.17667134350345,5,1,8.530635860625681,20.16050830400329,13.36932798289616,2.1726336266034543,-2.8897088152037322,8,10
299,2,98,2,5505,120.24040496936053,2742,663.0,23.16369551589313,5,1,8.394623813835889,19.37997084241311,13.646553081146193,1.933834844543581,-2.951622138944596,7,11
300,2,99,2,4640,127.38577312731852,2438,584.0,27.77965713061312,4,1,9.4738116716992,25.02782576772235,10.41591370962771,2.411633340816425,-2.824999832978012,6,10
301,2,100,2,4284,135.5995408715687,2685,770.0,28.117012336769204,4,1,9.888001313944297,23.76334102609959,13.32742517204552,2.266770448557399,-3.1165845760318733,8,10
302,2,101,2,5290,167.40368669589228,2574,598.0,19.296968467236475,4,1,7.407951115012677,22.839539871967613,12.584718810538703,2.3516604059512463,-3.763294732369147,7,9
303,2,102,2,6010,133.0961626555647,2443,827.0,19.3062883215635,4,1,8.36941131586521,21.955983810700822,11.281764412545236,2.5366028006539567,-4.147055346447405,6,7
304,2,103,2,5272,151.14287371140685,2137,630.0,24.687499143717513,3,1,8.677817953686835,21.987851904479584,12.370056289564836,2.536777617496425,-3.8295869751386276,8,11
305,2,104,1,4392,133.44499853225068,2043,656.0,24.449667298619122,3,2,8.356453516043253,17.785457769734244,11.501086868910964,2.7782656539667143,-3.333308095258014,7,9
306,2,105,2,4680,169.7726468807898,2312,591.0,25.330986406840704,5,1,8.270605023991372,24.87953144923283,10.96743514731004,2.133168026624901,-3.2919405104364547,6,9
307,2,106,3,5379,160.37422201838368,1869,616.0,20.035443169875315,5,1,9.942798406511448,20.752879428957623,9.197560362311151,2.226577371341833,-2.907855392409351,8,10
308,3,107,1,4888,129.83305931490918,2693,704.0,24.698841398957455,4,1,7.174647788186076,23.729966873768163,9.345564139168353,1.9415223105329646,-4.140571061245183,7,8
309,3,108,1,5942,130.5676219322759,2110,809.0,28.015266155251048,5,1,7.849491078628986,18.84209151423534,9.432990619645217,2.1025100657965936,-3.1214021993079735,6,10
310,3,109,1,4938,144.1975726457814,1914,791.0,28.282412493278116,4,1,8.763491793359012,24.30551432077094,12.893653822899736,2.227885618847759,-3.7758249674810576,8,11
311,3,110,1,5145,119.30686227038296,2571,778.0,21.875312212472373,4,1,8.923055173715555,23.511601047979532,13.385069228361427,2.06481616868055,-3.0210667524321457,8,9
312,3,111,1,4571,122.28813011958911,2188,807.0,25.718072524012022,3,1,7.090468328562084,21.491120533380595,11.295172618057348,2.483789593086498,-3.2131870082782625,7,8
313,3,112,1,4221,168.75683456273393,1887,815.0,19.755977705786844,5,1,9.820751879755782,22.892540360987763,10.118890634314296,2.7581181902649377,-3.189743462293683,6,10
314,3,113,3,5277,161.41856356498468,2476,663.0,27.346610359923254,4,1,6.978453327425123,18.275050933594915,10.069737337528617,1.8657613120227952,-3.8573590503650546,6,11
315,3,114,3,6073,132.6603082557001,2502,730.0,25.765490411638773,3,1,7.486857534555506,24.59695162191067,11.748332425149313,2.7556452709345907,-3.0665461602183473,7,10
316,3,115,3,5555,169.29828983253452,2578,584.0,27.323181883713424,5,1,7.298594590545117,23.648228210578566,10.671293994425346,2.070818161334946,-3.1818258995138557,8,10
317,3,116,3,4567,147.26734543436862,2152,745.0,27.428735338007044,4,1,8.430080407685507,17.735658613648315,9.52371618112073,1.9249398798902704,-2.813138377254296,8,10
318,3,117,3,5491,136.4819378810795,2737,683.0,28.640879129925672,4,1,9.74198341309306,23.361440279061625,11.228414652839371,2.2394623867927548,-3.4230746006069954,7,10
319,3,118,3,4322,170.05502806948311,1947,629.0,23.162450086582293,5,1,6.809082881303857,20.4178536501288,9.606761245535791,2.0878432390261796,-3.580486137721071,8,10
320,3,119,2,4845,144.88134308521077,2115,562.0,27.134455271183505,4,1,8.229332024619634,21.3269453985299,10.944854202002428,2.664308797059551,-2.9207179342590504,8,8
321,3,120,2,4799,167.1408235400005,2033,630.0,25.61622007559417,3,1,7.552403583048218,24.77984381931961,9.152005621876532,2.5358328672162496,-3.38261327333138,6,8
322,3,121,2,6116,166.7293161065586,2035,741.0,24.630371602054794,4,1,9.03866485228178,21.927969665113835,11.982079396638252,1.8723660253199441,-3.250998638245771,6,8
323,3,122,2,4249,123.66200480801004,2060,693.0,26.882190172438904,4,1,8.064109546857242,23.906061730183346,12.510169232817276,2.082204859812032,-3.735989397188008,8,11
324,3,123,2,5201,134.17649363682992,2708,752.0,25.84159561347749,5,1,7.301730430831532,18.241752752292694,10.823072237638135,2.4996159264115976,-4.015369032797943,7,8
325,3,124,2,5600,126.2648912872682,2475,788.0,23.07207247930683,5,1,8.992342411159584,23.4317230491598,10.162414614059854,2.6320873056568463,-3.1782075557736222,8,11
